date,merchant,amount,category
2026-02-02,Chicken Inn,1807.29,Food
2026-02-02,Bank Transfer,9932.14,Other
2026-02-03,Bolt,55.12,Transport
2026-02-03,Matatu Fare,607.48,Transport
2026-02-03,Matatu Fare,607.48,Transport
2026-02-03,Bolt,55.12,Transport
2026-02-04,Rent Payment,26369.19,Rent
2026-02-04,Rent Payment,26369.19,Rent
2026-02-06,Carrefour,304.51,Food
2026-02-06,Nairobi Hospital,5841.58,Health
2026-02-06,Subway Westgate,2255.04,Food
2026-02-06,M-Pesa Send Money,3974.86,Other
2026-02-06,Subway Westgate,2255.04,Food
2026-02-06,Rent Payment,44915.15,Rent
2026-02-06,Nairobi Hospital,5841.58,Health
2026-02-06,M-Pesa Send Money,3974.86,Other
2026-02-06,Rent Payment,44915.15,Rent
2026-02-06,Carrefour,304.51,Food
2026-02-07,Chicken Inn,1281.19,Food
2026-02-07,Java House,1480.85,Food
2026-02-07,Chicken Inn,1281.19,Food
2026-02-07,Java House,1480.85,Food
2026-02-07,Naivas Supermarket,2041.86,Food
2026-02-07,Naivas Supermarket,2041.86,Food
2026-02-08,Little Cab,595.63,Transport
2026-02-08,Steam,1334.18,Entertainment
2026-02-08,Steam,1334.18,Entertainment
2026-02-08,Little Cab,595.63,Transport
2026-02-09,Bank Transfer,801.48,Other
2026-02-09,Rent Payment,22240.68,Rent
2026-02-09,Carrefour,517.85,Food
2026-02-09,Rent Payment,22240.68,Rent
2026-02-09,Nairobi Hospital,5631.21,Health
2026-02-09,Showmax,1241.54,Entertainment
2026-02-09,Nairobi Hospital,5631.21,Health
2026-02-09,Bank Transfer,801.48,Other
2026-02-09,Carrefour,517.85,Food
2026-02-09,Showmax,1241.54,Entertainment
2026-02-10,M-Pesa Send Money,5047.32,Other
2026-02-10,Showmax,1327.22,Entertainment
2026-02-10,M-Pesa Send Money,5047.32,Other
2026-02-10,Showmax,1327.22,Entertainment
2026-02-11,Kenya Power,3030.74,Utilities
2026-02-11,Little Cab,456.96,Transport
2026-02-11,Little Cab,456.96,Transport
2026-02-11,Zuku Fibre,4687.12,Utilities
2026-02-11,Total Energies,132.2,Transport
2026-02-11,Kenya Power,3030.74,Utilities
2026-02-11,Zuku Fibre,4687.12,Utilities
2026-02-11,Total Energies,132.2,Transport
2026-02-12,Subway Westgate,2180.79,Food
2026-02-12,Zara Village Market,3699.95,Shopping
2026-02-12,Subway Westgate,2180.79,Food
2026-02-12,Zara Village Market,3699.95,Shopping
2026-02-13,Steam,1030.66,Entertainment
2026-02-13,Rent Payment,17768.95,Rent
2026-02-13,Java House,2011.39,Food
2026-02-13,Java House,2011.39,Food
2026-02-13,Bank Transfer,6569.92,Other
2026-02-13,Steam,1030.66,Entertainment
2026-02-13,Rent Payment,17768.95,Rent
2026-02-13,Bank Transfer,6569.92,Other
2026-02-14,Artcaffe,1905.48,Food
2026-02-14,Java House,1621.08,Food
2026-02-14,Nairobi Hospital,3678.14,Health
2026-02-14,Total Energies,121.31,Transport
2026-02-14,Netflix,400.74,Entertainment
2026-02-14,Java House,1621.08,Food
2026-02-14,Netflix,400.74,Entertainment
2026-02-14,Artcaffe,1905.48,Food
2026-02-14,Total Energies,121.31,Transport
2026-02-14,Nairobi Hospital,3678.14,Health
2026-02-15,Spotify,906.66,Entertainment
2026-02-15,Spotify,906.66,Entertainment
2026-02-16,Mr Price,7570.79,Shopping
2026-02-16,Mr Price,7570.79,Shopping
2026-02-17,Woolworths,11093.71,Shopping
2026-02-17,Carrefour,598.34,Food
2026-02-17,Woolworths,11093.71,Shopping
2026-02-17,Zuku Fibre,1782.44,Utilities
2026-02-17,Zuku Fibre,1782.44,Utilities
2026-02-17,Carrefour,598.34,Food
2026-02-18,Kenya Bus,742.45,Transport
2026-02-18,Nairobi Hospital,1460.34,Health
2026-02-18,ATM Withdrawal,3790.45,Other
2026-02-18,Mama Oliech,1242.72,Food
2026-02-18,Nairobi Hospital,7610.31,Health
2026-02-18,Mama Oliech,1242.72,Food
2026-02-18,Subway Westgate,1208.71,Food
2026-02-18,Nike Town,10534.66,Shopping
2026-02-18,Nairobi Hospital,7610.31,Health
2026-02-18,ATM Withdrawal,3790.45,Other
2026-02-18,Subway Westgate,1208.71,Food
2026-02-18,Nairobi Hospital,1460.34,Health
2026-02-18,Nike Town,10534.66,Shopping
2026-02-18,Matatu Fare,101.21,Transport
2026-02-18,Kenya Bus,742.45,Transport
2026-02-18,Matatu Fare,101.21,Transport
2026-02-19,Zara Village Market,7521.85,Shopping
2026-02-19,Zara Village Market,7521.85,Shopping
2026-02-20,M-Pesa Send Money,9010.83,Other
2026-02-20,Haltons Pharmacy,7216.99,Health
2026-02-20,Haltons Pharmacy,7216.99,Health
2026-02-20,Java House,2154.14,Food
2026-02-20,Java House,2154.14,Food
2026-02-20,M-Pesa Send Money,9010.83,Other
2026-02-21,Kenya Bus,457.57,Transport
2026-02-21,Nairobi Water,948.7,Utilities
2026-02-21,Java House,1273.73,Food
2026-02-21,Bolt,360.36,Transport
2026-02-21,Artcaffe,1802.02,Food
2026-02-21,Kenya Bus,457.57,Transport
2026-02-21,Kenya Power,2210.57,Utilities
2026-02-21,Java House,1273.73,Food
2026-02-21,Bolt,360.36,Transport
2026-02-21,Nairobi Water,948.7,Utilities
2026-02-21,Kenya Power,2210.57,Utilities
2026-02-21,Artcaffe,1802.02,Food
2026-02-22,Nike Town,6496.69,Shopping
2026-02-22,IMAX Westgate,1448.02,Entertainment
2026-02-22,Mama Oliech,1643.62,Food
2026-02-22,Safaricom,1398.08,Utilities
2026-02-22,IMAX Westgate,1448.02,Entertainment
2026-02-22,Nike Town,6496.69,Shopping
2026-02-22,AAR Clinic,692.18,Health
2026-02-22,Mama Oliech,1643.62,Food
2026-02-22,Safaricom,1398.08,Utilities
2026-02-22,AAR Clinic,692.18,Health
2026-02-23,Rent Payment,28693.85,Rent
2026-02-23,Shell Petrol,157.34,Transport
2026-02-23,Kenya Power,4903.21,Utilities
2026-02-23,Rent Payment,28693.85,Rent
2026-02-23,Chicken Inn,723.08,Food
2026-02-23,Chicken Inn,723.08,Food
2026-02-23,Kenya Power,4903.21,Utilities
2026-02-23,Shell Petrol,93.3,Transport
2026-02-23,Shell Petrol,157.34,Transport
2026-02-23,Shell Petrol,93.3,Transport
2026-02-24,Haltons Pharmacy,5848.61,Health
2026-02-24,Haltons Pharmacy,5848.61,Health
2026-02-24,Spotify,757.94,Entertainment
2026-02-24,Spotify,757.94,Entertainment
2026-02-25,Rent Payment,35245.1,Rent
2026-02-25,Kenya Bus,508.61,Transport
2026-02-25,Rent Payment,35245.1,Rent
2026-02-25,KFC Nairobi,877.25,Food
2026-02-25,Naivas Supermarket,1067.57,Food
2026-02-25,KFC Nairobi,877.25,Food
2026-02-25,Naivas Supermarket,1067.57,Food
2026-02-25,Kenya Bus,508.61,Transport
2026-02-26,Bolt,607.74,Transport
2026-02-26,ATM Withdrawal,4365.62,Other
2026-02-26,Kenya Bus,230.24,Transport
2026-02-26,Rent Payment,24645.8,Rent
2026-02-26,Rent Payment,24645.8,Rent
2026-02-26,ATM Withdrawal,4365.62,Other
2026-02-26,Bolt,607.74,Transport
2026-02-26,Kenya Bus,230.24,Transport
2026-02-27,Chicken Inn,2454.93,Food
2026-02-27,Goodlife Pharmacy,674.44,Health
2026-02-27,Naivas Supermarket,743.32,Food
2026-02-27,Mama Oliech,2495.59,Food
2026-02-27,Mama Oliech,2495.59,Food
2026-02-27,Naivas Supermarket,743.32,Food
2026-02-27,Chicken Inn,2454.93,Food
2026-02-27,Goodlife Pharmacy,674.44,Health
2026-02-28,Showmax,485.68,Entertainment
2026-02-28,Showmax,485.68,Entertainment
2026-02-28,Java House,600.12,Food
2026-02-28,Steam,1447.98,Entertainment
2026-02-28,Kilimall,5555.46,Shopping
2026-02-28,Java House,600.12,Food
2026-02-28,Kilimall,5555.46,Shopping
2026-02-28,Zuku Fibre,4613.22,Utilities
2026-02-28,Zuku Fibre,4613.22,Utilities
2026-02-28,Steam,1447.98,Entertainment
2026-03-01,M-Pesa Send Money,6787.78,Other
2026-03-01,Kenya Power,885.44,Utilities
2026-03-01,M-Pesa Send Money,6787.78,Other
2026-03-01,Kenya Power,885.44,Utilities
2026-03-02,Airtel Kenya,4995.06,Utilities
2026-03-02,Bank Transfer,7092.82,Other
2026-03-02,Nairobi Water,3587.44,Utilities
2026-03-02,Airtel Kenya,4995.06,Utilities
2026-03-02,Goodlife Pharmacy,6826.69,Health
2026-03-02,Bank Transfer,7092.82,Other
2026-03-02,Nairobi Water,3587.44,Utilities
2026-03-02,Goodlife Pharmacy,6826.69,Health
2026-03-03,Steam,1135.63,Entertainment
2026-03-03,Steam,1135.63,Entertainment
2026-03-04,Kilimall,9275.9,Shopping
2026-03-04,Bolt,422.15,Transport
2026-03-04,Kenya Power,4597.78,Utilities
2026-03-04,Kenya Power,4597.78,Utilities
2026-03-04,Uber,677.52,Transport
2026-03-04,Bolt,422.15,Transport
2026-03-04,Uber,677.52,Transport
2026-03-04,Zuku Fibre,1456.82,Utilities
2026-03-04,Zuku Fibre,1456.82,Utilities
2026-03-04,Kilimall,9275.9,Shopping
2026-03-05,Bolt,354.06,Transport
2026-03-05,Bolt,354.06,Transport
2026-03-06,Zara Village Market,4408.57,Shopping
2026-03-06,Zuku Fibre,4287.51,Utilities
2026-03-06,Steam,744.69,Entertainment
2026-03-06,Steam,744.69,Entertainment
2026-03-06,Uber,758.92,Transport
2026-03-06,Zara Village Market,4408.57,Shopping
2026-03-06,Artcaffe,322.8,Food
2026-03-06,Uber,758.92,Transport
2026-03-06,Zuku Fibre,4287.51,Utilities
2026-03-06,Artcaffe,322.8,Food
2026-03-07,Zuku Fibre,2080.16,Utilities
2026-03-07,Zara Village Market,1545.83,Shopping
2026-03-07,Zuku Fibre,2080.16,Utilities
2026-03-07,Zara Village Market,1545.83,Shopping
2026-03-07,Rent Payment,20971.74,Rent
2026-03-07,Rent Payment,20971.74,Rent
2026-03-08,ATM Withdrawal,7726.32,Other
2026-03-08,Zuku Fibre,4700.17,Utilities
2026-03-08,Zuku Fibre,4700.17,Utilities
2026-03-08,Java House,791.06,Food
2026-03-08,ATM Withdrawal,7726.32,Other
2026-03-08,Uber,390.07,Transport
2026-03-08,Uber,390.07,Transport
2026-03-08,Java House,791.06,Food
2026-03-09,Haltons Pharmacy,3833.5,Health
2026-03-09,Mr Price,6891.6,Shopping
2026-03-09,Mr Price,6891.6,Shopping
2026-03-09,Kenya Power,3675.99,Utilities
2026-03-09,Haltons Pharmacy,3833.5,Health
2026-03-09,Kenya Power,3675.99,Utilities
2026-03-09,KFC Nairobi,963.15,Food
2026-03-09,KFC Nairobi,963.15,Food
2026-03-10,Zara Village Market,2525.58,Shopping
2026-03-10,Zara Village Market,2525.58,Shopping
2026-03-11,Chicken Inn,2478.82,Food
2026-03-11,Nike Town,11967.39,Shopping
2026-03-11,DStv,1302.14,Entertainment
2026-03-11,DStv,1302.14,Entertainment
2026-03-11,Chicken Inn,2478.82,Food
2026-03-11,Nike Town,11967.39,Shopping
2026-03-12,Chicken Inn,1331.7,Food
2026-03-12,Kenya Power,2864.78,Utilities
2026-03-12,Naivas Supermarket,365.63,Food
2026-03-12,Naivas Supermarket,365.63,Food
2026-03-12,Kenya Power,2864.78,Utilities
2026-03-12,Chicken Inn,1331.7,Food
2026-03-13,DStv,1293.95,Entertainment
2026-03-13,DStv,1293.95,Entertainment
2026-03-14,Haltons Pharmacy,1869.1,Health
2026-03-14,Subway Westgate,582.12,Food
2026-03-14,Jumia,8339.67,Shopping
2026-03-14,Bank Transfer,6351.17,Other
2026-03-14,Subway Westgate,582.12,Food
2026-03-14,Haltons Pharmacy,1869.1,Health
2026-03-14,Jumia,8339.67,Shopping
2026-03-14,Bank Transfer,6351.17,Other
2026-03-15,Carrefour,1255.22,Food
2026-03-15,Java House,2470.69,Food
2026-03-15,Java House,2470.69,Food
2026-03-15,Carrefour,1255.22,Food
2026-03-16,Carrefour,1740.24,Food
2026-03-16,Showmax,810.17,Entertainment
2026-03-16,Zara Village Market,6689.54,Shopping
2026-03-16,Carrefour,1740.24,Food
2026-03-16,Zara Village Market,6689.54,Shopping
2026-03-16,Showmax,810.17,Entertainment
2026-03-17,Uber,202.67,Transport
2026-03-17,Total Energies,758.9,Transport
2026-03-17,Kilimall,559.59,Shopping
2026-03-17,Spotify,1495.96,Entertainment
2026-03-17,Haltons Pharmacy,6678.44,Health
2026-03-17,Haltons Pharmacy,6678.44,Health
2026-03-17,Kilimall,559.59,Shopping
2026-03-17,Spotify,1495.96,Entertainment
2026-03-17,Uber,202.67,Transport
2026-03-17,Total Energies,758.9,Transport
2026-03-18,Spotify,1264.39,Entertainment
2026-03-18,Haltons Pharmacy,3809.15,Health
2026-03-18,Matatu Fare,572.91,Transport
2026-03-18,Nike Town,2321.35,Shopping
2026-03-18,Shell Petrol,326.77,Transport
2026-03-18,Chicken Inn,211.77,Food
2026-03-18,Spotify,1264.39,Entertainment
2026-03-18,Chicken Inn,211.77,Food
2026-03-18,Matatu Fare,572.91,Transport
2026-03-18,Haltons Pharmacy,3809.15,Health
2026-03-18,Shell Petrol,326.77,Transport
2026-03-18,Nike Town,2321.35,Shopping
2026-03-19,Carrefour,972.77,Food
2026-03-19,Kenya Bus,790.09,Transport
2026-03-19,Carrefour,972.77,Food
2026-03-19,Kenya Bus,790.09,Transport
2026-03-20,Airtel Kenya,769.91,Utilities
2026-03-20,Matatu Fare,88.37,Transport
2026-03-20,Matatu Fare,88.37,Transport
2026-03-20,Airtel Kenya,769.91,Utilities
2026-03-21,Bolt,448.37,Transport
2026-03-21,Nairobi Hospital,6771.73,Health
2026-03-21,Zara Village Market,8333.04,Shopping
2026-03-21,Nairobi Hospital,6771.73,Health
2026-03-21,Bolt,448.37,Transport
2026-03-21,Chicken Inn,1240.29,Food
2026-03-21,Zara Village Market,8333.04,Shopping
2026-03-21,Chicken Inn,1240.29,Food
2026-03-21,Subway Westgate,795.03,Food
2026-03-21,Haltons Pharmacy,5327.51,Health
2026-03-21,Haltons Pharmacy,5327.51,Health
2026-03-21,Subway Westgate,795.03,Food
2026-03-22,KFC Nairobi,2295.87,Food
2026-03-22,Mama Oliech,1001.05,Food
2026-03-22,Total Energies,293.29,Transport
2026-03-22,Total Energies,293.29,Transport
2026-03-22,KFC Nairobi,2295.87,Food
2026-03-22,Mama Oliech,1001.05,Food
2026-03-23,Mr Price,7987.99,Shopping
2026-03-23,AAR Clinic,4406.02,Health
2026-03-23,AAR Clinic,4406.02,Health
2026-03-23,Rent Payment,26035.23,Rent
2026-03-23,Rent Payment,26035.23,Rent
2026-03-23,Mr Price,7987.99,Shopping
2026-03-24,M-Pesa Send Money,8303.5,Other
2026-03-24,Java House,2061.67,Food
2026-03-24,Rent Payment,40701.96,Rent
2026-03-24,Netflix,1058.35,Entertainment
2026-03-24,Shell Petrol,136.73,Transport
2026-03-24,M-Pesa Send Money,8303.5,Other
2026-03-24,Shell Petrol,136.73,Transport
2026-03-24,Java House,2061.67,Food
2026-03-24,Netflix,1058.35,Entertainment
2026-03-24,Rent Payment,40701.96,Rent
2026-03-25,Naivas Supermarket,1902.64,Food
2026-03-25,Naivas Supermarket,1902.64,Food
2026-03-26,Little Cab,186.12,Transport
2026-03-26,Subway Westgate,1065.27,Food
2026-03-26,Subway Westgate,1065.27,Food
2026-03-26,Little Cab,186.12,Transport
2026-03-27,Zara Village Market,3035.07,Shopping
2026-03-27,Zara Village Market,3035.07,Shopping
2026-03-27,Carrefour,721.79,Food
2026-03-27,Carrefour,721.79,Food
2026-03-28,Rent Payment,42207.87,Rent
2026-03-28,Total Energies,198.75,Transport
2026-03-28,Total Energies,198.75,Transport
2026-03-28,Kenya Bus,321.53,Transport
2026-03-28,Rent Payment,42207.87,Rent
2026-03-28,Uber 072515 SF**POOL**,6.33,Unknown
2026-03-28,Zara Village Market,5509.11,Shopping
2026-03-28,Kenya Bus,321.53,Transport
2026-03-28,Zara Village Market,5509.11,Shopping
2026-03-29,Nairobi Hospital,3171.05,Health
2026-03-29,Java House,2012.68,Food
2026-03-29,Safaricom,3561.54,Utilities
2026-03-29,Little Cab,305.25,Transport
2026-03-29,Bolt,641.48,Transport
2026-03-29,Java House,2012.68,Food
2026-03-29,Bolt,641.48,Transport
2026-03-29,Nairobi Hospital,3171.05,Health
2026-03-29,Safaricom,3561.54,Utilities
2026-03-29,Little Cab,305.25,Transport
2026-03-30,DStv,1402.19,Entertainment
2026-03-30,United Airlines,500.0,Unknown
2026-03-30,Spotify,825.31,Entertainment
2026-03-30,Bolt,337.69,Transport
2026-03-30,Bolt,337.69,Transport
2026-03-30,Kenya Bus,303.78,Transport
2026-03-30,Kenya Bus,303.78,Transport
2026-03-30,DStv,1402.19,Entertainment
2026-03-30,Spotify,825.31,Entertainment
2026-03-31,Subway Westgate,1876.15,Food
2026-03-31,Kenya Power,1842.76,Utilities
2026-03-31,Subway Westgate,1876.15,Food
2026-03-31,Kenya Power,1842.76,Utilities
2026-04-01,Naivas Supermarket,485.53,Food
2026-04-01,Uber,779.86,Transport
2026-04-01,AAR Clinic,2267.44,Health
2026-04-01,Uber,779.86,Transport
2026-04-01,AAR Clinic,2267.44,Health
2026-04-01,Naivas Supermarket,485.53,Food
2026-04-02,KFC Nairobi,2462.25,Food
2026-04-02,KFC Nairobi,2462.25,Food
2026-04-02,AAR Clinic,2758.13,Health
2026-04-02,AAR Clinic,2758.13,Health
2026-04-03,Kenya Power,4251.62,Utilities
2026-04-03,Artcaffe,472.59,Food
2026-04-03,Artcaffe,472.59,Food
2026-04-03,Kenya Power,4251.62,Utilities
2026-04-04,Netflix,486.7,Entertainment
2026-04-04,Showmax,929.08,Entertainment
2026-04-04,Artcaffe,2099.1,Food
2026-04-04,Showmax,929.08,Entertainment
2026-04-04,Subway Westgate,867.64,Food
2026-04-04,Mama Oliech,2209.52,Food
2026-04-04,Mama Oliech,2209.52,Food
2026-04-04,Subway Westgate,1574.85,Food
2026-04-04,Artcaffe,2099.1,Food
2026-04-04,Subway Westgate,867.64,Food
2026-04-04,Subway Westgate,1574.85,Food
2026-04-04,Netflix,486.7,Entertainment
2026-04-05,Shell Petrol,259.79,Transport
2026-04-05,Airtel Kenya,4885.46,Utilities
2026-04-05,Subway Westgate,1651.54,Food
2026-04-05,Rent Payment,40176.87,Rent
2026-04-05,Rent Payment,40176.87,Rent
2026-04-05,Subway Westgate,1651.54,Food
2026-04-05,Airtel Kenya,4885.46,Utilities
2026-04-05,Shell Petrol,259.79,Transport
2026-04-06,Total Energies,72.71,Transport
2026-04-06,DStv,1207.73,Entertainment
2026-04-06,KFC Nairobi,2321.19,Food
2026-04-06,Nairobi Hospital,6941.13,Health
2026-04-06,AAR Clinic,5100.34,Health
2026-04-06,AAR Clinic,5100.34,Health
2026-04-06,Nairobi Hospital,6941.13,Health
2026-04-06,DStv,1207.73,Entertainment
2026-04-06,Total Energies,72.71,Transport
2026-04-06,KFC Nairobi,2321.19,Food
2026-04-07,Steam,1346.52,Entertainment
2026-04-07,Steam,1346.52,Entertainment
2026-04-07,Kenya Power,2549.37,Utilities
2026-04-07,Kenya Power,2549.37,Utilities
2026-04-08,Nairobi Hospital,4220.53,Health
2026-04-08,Kenya Power,1627.72,Utilities
2026-04-08,Nairobi Hospital,4220.53,Health
2026-04-08,Kenya Power,1627.72,Utilities
2026-04-09,Rent Payment,35708.71,Rent
2026-04-09,Showmax,510.59,Entertainment
2026-04-09,Subway Westgate,784.38,Food
2026-04-09,Subway Westgate,784.38,Food
2026-04-09,Kenya Bus,635.2,Transport
2026-04-09,Naivas Supermarket,326.35,Food
2026-04-09,Kenya Bus,635.2,Transport
2026-04-09,INTRST PYMNT,-4.22,Unknown
2026-04-09,Showmax,510.59,Entertainment
2026-04-09,Mr Price,7222.44,Shopping
2026-04-09,Steam,1432.91,Entertainment
2026-04-09,Mr Price,7222.44,Shopping
2026-04-09,Rent Payment,35708.71,Rent
2026-04-09,DStv,785.31,Entertainment
2026-04-09,Kenya Bus,235.43,Transport
2026-04-09,DStv,785.31,Entertainment
2026-04-09,Steam,1432.91,Entertainment
2026-04-09,Kenya Bus,235.43,Transport
2026-04-09,Naivas Supermarket,326.35,Food
2026-04-10,Netflix,1466.75,Entertainment
2026-04-10,Mama Oliech,818.72,Food
2026-04-10,Mama Oliech,818.72,Food
2026-04-10,Naivas Supermarket,340.87,Food
2026-04-10,Mama Oliech,1433.13,Food
2026-04-10,Mama Oliech,1433.13,Food
2026-04-10,Naivas Supermarket,340.87,Food
2026-04-10,SparkFun,89.4,Unknown
2026-04-10,Netflix,1466.75,Entertainment
2026-04-11,Java House,1949.7,Food
2026-04-11,Rent Payment,25532.99,Rent
2026-04-11,McDonald's,12.0,Unknown
2026-04-11,Subway Westgate,457.56,Food
2026-04-11,Starbucks,4.33,Unknown
2026-04-11,Subway Westgate,457.56,Food
2026-04-11,Java House,1949.7,Food
2026-04-11,Rent Payment,25532.99,Rent
2026-04-11,Mama Oliech,1429.49,Food
2026-04-11,Mama Oliech,1429.49,Food
2026-04-12,Touchstone Climbing,78.5,Unknown
2026-04-12,Java House,1255.68,Food
2026-04-12,Total Energies,644.3,Transport
2026-04-12,Total Energies,644.3,Transport
2026-04-12,United Airlines,-500.0,Unknown
2026-04-12,Carrefour,2154.06,Food
2026-04-12,Carrefour,2154.06,Food
2026-04-12,Naivas Supermarket,1468.93,Food
2026-04-12,Java House,1255.68,Food
2026-04-12,Naivas Supermarket,1468.93,Food
2026-04-12,Airtel Kenya,940.59,Utilities
2026-04-12,Airtel Kenya,940.59,Utilities
2026-04-13,Chicken Inn,774.0,Food
2026-04-13,Java House,1113.45,Food
2026-04-13,DStv,313.72,Entertainment
2026-04-13,Java House,1113.45,Food
2026-04-13,Chicken Inn,774.0,Food
2026-04-13,Java House,1936.51,Food
2026-04-13,Java House,1936.51,Food
2026-04-13,Zuku Fibre,3252.55,Utilities
2026-04-13,CD DEPOSIT .INITIAL.,1000.0,Unknown
2026-04-13,DStv,313.72,Entertainment
2026-04-13,ACH Electronic CreditGUSTO PAY 123456,5850.0,Unknown
2026-04-13,Artcaffe,1313.0,Food
2026-04-13,Artcaffe,1313.0,Food
2026-04-13,Zuku Fibre,3252.55,Utilities
2026-04-14,Spotify,640.98,Entertainment
2026-04-14,CREDIT CARD 3333 PAYMENT *//,25.0,Unknown
2026-04-14,Goodlife Pharmacy,4950.16,Health
2026-04-14,DStv,485.03,Entertainment
2026-04-14,Uber 063015 SF**POOL**,5.4,Unknown
2026-04-14,Spotify,640.98,Entertainment
2026-04-14,Goodlife Pharmacy,4950.16,Health
2026-04-14,DStv,485.03,Entertainment
2026-04-15,Carrefour,789.44,Food
2026-04-15,Rent Payment,15966.52,Rent
2026-04-15,Rent Payment,15966.52,Rent
2026-04-15,Carrefour,789.44,Food
2026-04-16,Subway Westgate,314.44,Food
2026-04-16,Mr Price,6331.91,Shopping
2026-04-16,Mr Price,6331.91,Shopping
2026-04-16,Safaricom,3569.3,Utilities
2026-04-16,Spotify,1208.82,Entertainment
2026-04-16,Safaricom,3569.3,Utilities
2026-04-16,Subway Westgate,314.44,Food
2026-04-16,Spotify,1208.82,Entertainment
2026-04-17,Uber,341.64,Transport
2026-04-17,Uber,341.64,Transport
2026-04-17,DStv,1124.23,Entertainment
2026-04-17,Kilimall,3288.27,Shopping
2026-04-17,Showmax,900.31,Entertainment
2026-04-17,Kilimall,3288.27,Shopping
2026-04-17,DStv,1124.23,Entertainment
2026-04-17,Showmax,900.31,Entertainment
2026-04-17,Nairobi Hospital,6542.84,Health
2026-04-17,Nairobi Hospital,6542.84,Health
2026-04-17,Artcaffe,1087.63,Food
2026-04-17,Artcaffe,1087.63,Food
2026-04-17,Matatu Fare,299.98,Transport
2026-04-17,Matatu Fare,299.98,Transport
2026-04-18,Kilimall,10391.62,Shopping
2026-04-18,Mama Oliech,1507.07,Food
2026-04-18,Mama Oliech,1507.07,Food
2026-04-18,Carrefour,1218.75,Food
2026-04-18,Kilimall,10391.62,Shopping
2026-04-18,Carrefour,687.97,Food
2026-04-18,Carrefour,687.97,Food
2026-04-18,Carrefour,1218.75,Food
2026-04-19,Jumia,5224.87,Shopping
2026-04-19,Rent Payment,31388.2,Rent
2026-04-19,Jumia,5224.87,Shopping
2026-04-19,Nairobi Water,4555.44,Utilities
2026-04-19,Nairobi Water,4555.44,Utilities
2026-04-19,Shell Petrol,650.82,Transport
2026-04-19,Shell Petrol,650.82,Transport
2026-04-19,Rent Payment,31388.2,Rent
2026-04-20,Matatu Fare,331.73,Transport
2026-04-20,Matatu Fare,331.73,Transport
2026-04-20,Artcaffe,1799.28,Food
2026-04-20,Zara Village Market,2199.42,Shopping
2026-04-20,Chicken Inn,2493.57,Food
2026-04-20,Artcaffe,1799.28,Food
2026-04-20,Zara Village Market,2199.42,Shopping
2026-04-20,Chicken Inn,2493.57,Food
2026-04-22,Bolt,746.69,Transport
2026-04-22,Bolt,746.69,Transport
2026-04-23,Java House,925.04,Food
2026-04-23,Nike Town,8328.58,Shopping
2026-04-23,AUTOMATIC PAYMENT - THANK,2078.5,Unknown
2026-04-23,Madison Bicycle Shop,500.0,Unknown
2026-04-23,KFC,500.0,Unknown
2026-04-23,Java House,925.04,Food
2026-04-23,Nike Town,8328.58,Shopping
2026-04-24,Nike Town,3292.77,Shopping
2026-04-24,Artcaffe,1179.57,Food
2026-04-24,Chicken Inn,820.34,Food
2026-04-24,Nike Town,3292.77,Shopping
2026-04-24,Tectra Inc,500.0,Unknown
2026-04-24,Chicken Inn,820.34,Food
2026-04-24,Artcaffe,1179.57,Food
2026-04-25,Woolworths,4796.69,Shopping
2026-04-25,DStv,655.05,Entertainment
2026-04-25,Woolworths,4796.69,Shopping
2026-04-25,DStv,655.05,Entertainment
2026-04-26,Nike Town,2883.69,Shopping
2026-04-26,Zuku Fibre,3098.08,Utilities
2026-04-26,Zuku Fibre,3098.08,Utilities
2026-04-26,Total Energies,268.9,Transport
2026-04-26,Nike Town,2883.69,Shopping
2026-04-26,Total Energies,268.9,Transport
